brand,url,des_path
Facebook,https://pcoasleakvmsdktlaskcamcaksemaes.blogspot.com/,dataset/0/0.png
Facebook,https://ocpasleakvmsdktlackascmaskemas.blogspot.com/,dataset/1/1.png
Facebook,https://pcoaslekavmsdutkascmaskcamseaesa.blogspot.com/,dataset/2/2.png
Facebook,http://yeasin507.github.io/facebook-login,dataset/3/3.png
Facebook,http://loginform.us/index.html,dataset/5/5.png
Facebook,https://pcoasleakvmsdktlakscasmckasmease.blogspot.com/,dataset/6/6.png
Facebook,https://pcoasleakvmsdtuhackasmckasmease.blogspot.com/,dataset/7/7.png
Facebook,https://gdfgdsfgvdsxfvdhgfh.blogspot.com/,dataset/8/8.png
Facebook,https://cdrdeds12s.blogspot.com/,dataset/9/9.png
Facebook,https://23-9n7.pages.dev/,dataset/11/11.png
Facebook,https://ii-d9v.pages.dev/,dataset/12/12.png
Facebook,https://pallabsarker.github.io/Facebook-Login-Page,dataset/13/13.png
Facebook,https://act-help.me/,dataset/16/16.png
Facebook,https://check-792.me/index.php,dataset/17/17.png
Facebook,http://fanpage-protects.info/,dataset/18/18.png
Facebook,http://antapura.github.io/Hadiah,dataset/19/19.png
Facebook,http://thesiddharthkumar.github.io/Facebook,dataset/20/20.png
Facebook,http://ahmed-shahriar04.github.io/facebook-clone-by-riaz,dataset/21/21.png
Facebook,http://banding-fesbuksuzznrd.mediaviralterbaru.my.id/,dataset/22/22.png
Facebook,http://pemblokiranakunzihbai4.bpdy.biz.id/,dataset/23/23.png
Facebook,http://banding-fesbuknymczuv.mediaviralterbaru.my.id/,dataset/24/24.png
Facebook,https://facebookloginlogin.ccapwisconsincourtrecords.com/,dataset/25/25.png
Facebook,https://schedule.metacareersnetwork.com/css/shsspnwyl,dataset/26/26.png
Facebook,https://bcvb5v6c456bfdf4n56d4v56fdb45fd6.blogspot.com/,dataset/27/27.png
Facebook,https://bvc64bv56c4nfd56n4d56v4d5f64b5df.blogspot.com/?m=1,dataset/28/28.png
Facebook,https://bvc65bvc4n56fd456nfd456fvd45bfv.blogspot.com/,dataset/29/29.png
Facebook,http://son-kee.pages.net.br/support-ken,dataset/30/30.png
Facebook,http://09886.baruulink.my.id/,dataset/32/32.png
Facebook,https://countryestatesandmanors.com/,dataset/33/33.png
Facebook,https://fbook0.github.io/signin-ernmoney/,dataset/34/34.png
Facebook,https://skldfjlskdf.blogspot.com/,dataset/36/36.png
Facebook,https://lsdkflskdgh.blogspot.com/,dataset/37/37.png
Facebook,https://ksjdfnkjsdf.blogspot.com/,dataset/38/38.png
Facebook,https://zzz.naimuljabir.com/,dataset/39/39.png
Facebook,http://54.252.166.173/,dataset/41/41.png
Facebook,https://restire.pages.dev/2606%3A4700%3A310c%3A%3Aac42%3A2f5a/https%3A/7afe-190-218-125-49.ngrok-free.app/procesar_login,dataset/42/42.png
Facebook,https://restire.pages.dev/%5C%5CXY%5BS%5B%5BILK/https%3A/7afe-190-218-125-49.ngrok-free.app/procesar_login,dataset/43/43.png
Facebook,http://sameerniz000.github.io/shamsher/request.html,dataset/50/50.png
Facebook,https://facebook-support-center-page1.ubpages.com/quejarse-de-violaciones-de-cuenta,dataset/53/53.png
Facebook,https://verry24h-imgg-checkpoilogin-tr.ubpages.com/verry24h-imgg-checkpoilogin-tr/,dataset/54/54.png
Facebook,https://cutt.ly/bwGOzEbD,dataset/55/55.png
Facebook,https://aguavalleblue.com/habenGreek/login_attempt.html,dataset/56/56.png
Facebook,https://www.facebookvideo.top.bestworkupjob.com/,dataset/57/57.png
Facebook,https://ines8.pages.dev/,dataset/62/62.png
Facebook,https://fgh88.pages.dev/,dataset/63/63.png
Facebook,https://dc3-74m.pages.dev/,dataset/64/64.png
Facebook,https://asadamin00.github.io/Facebook-Home-Page,dataset/65/65.png
Facebook,http://muhammad-yaseen-12.github.io/Assignment10/index.html,dataset/66/66.png
Facebook,http://abdulwaqas17.github.io/Facebook-SignUp_Assignment-14,dataset/67/67.png
Facebook,https://moto-rynek.net.pl/,dataset/68/68.png
Facebook,http://emoto-lubaszek.pl/authorize.php?Te0sIbknhQ2Aa1WuoRofhoUiNw1CskZXmIKLnYmsDk7JBEH...,dataset/70/70.png
Facebook,https://gielda-motor.com.pl,dataset/71/71.png
Facebook,https://click.data-help.repl.co/request.php,dataset/74/74.png
Facebook,https://backendform.github.io/here/index.html,dataset/75/75.png
Facebook,https://submit-aapeal-for.violationturmsa.repl.co/request.php,dataset/76/76.png
Facebook,https://zohaib479.github.io/FACEBOOK-LOGIN-PAGE/,dataset/79/79.png
Facebook,https://hbidfhogyerobdfyeyoiieruioierui.blogspot.qa/QXfmECnFCAdDxdC49?m=1,dataset/80/80.png
Facebook,http://hbidfhogyerobdfyeyoiieruioierui.blogspot.com/QXfmECnFCAdDxdC49?m=1,dataset/81/81.png
Facebook,http://hbidfhogyerobdfyeyoiieruioierui.blogspot.mk/QXfmECnFCAdDxdC49?m=1,dataset/82/82.png
Facebook,http://grena-redemption.github.io/iron/index.html,dataset/83/83.png
Facebook,https://googleaccountsin.github.io/.net,dataset/84/84.png
Facebook,https://facebook-securityteam.github.io/gb,dataset/85/85.png
Facebook,https://97-107-141-76.ip.linodeusercontent.com:3000/demos/butcher/index.html,dataset/89/89.png
Facebook,https://rajatwarghane.github.io/fb.html,dataset/91/91.png
Facebook,http://contactservices.my.id/,dataset/92/92.png
Facebook,http://emirowski-autohandel.com.pl/authorize.php?7LtxIVAu2h3N8Z7t8eRw9E9xIWhZbgu91YbeNvsTh0Z7lAgEDuRo2iSJ0PGJikYfdkvrNpiz7WKsWfPOe6eFurA4Izr3P0qXdVXYVbE1OT0N8tmkkxsJ8x3jVFgGQucyRYMwncykyW6Q3KXigqmADCYs83zxyBTV8LQC4jPgutEsKNlLeHWAwkp3EeE46jkXuf7TbFb1JmCKjpEL7wIgvCLwzbIKEViwblhsVcqt4R1STW8FCGH6zzgVYbV1mdKw,dataset/96/96.png
Facebook,http://mirowski-autohandel.com.pl/,dataset/97/97.png
Facebook,http://mirowski-autohandel.com.pl/authorize.php?Dzb4LJzzj3TzDESjOu3y4HkxKj0pqswzuVGiQ0mJxbsDplEUxc3uGfXeezjn4DDqOy9URrcbBtEZLQ2ZIbvR6hhCya6QzW2TmjUbXxFpvC5W9HNVcLoIeAzugRXBmyEUSu6RqiiVmNjK7yHlEtvRGd6vK0CYnAXS17q1572QUzj7UzppFfHfV1GBacr8UW51i62K2wBIZ2LDrhQeKHOnTcNOtKpF5KlpRoAVjezpOTetuH0mWAk3UTHXM06CnOmw,dataset/98/98.png
Facebook,http://bergabung.whatsapp.bela.arafi-aksespanel.biz.id/go.php,dataset/102/102.png
Facebook,https://groupp-chattiings-9980.resminih.my.id/go.php,dataset/103/103.png
Facebook,https://jamal.faebook.my.id/FACEBOOK%20BOKEP%20V2/login.php,dataset/104/104.png
Facebook,https://md-juman-web-dev.github.io/Facebook-s-old-sign-up-page,dataset/105/105.png
Facebook,https://pixtelation.github.io/facebook/,dataset/106/106.png
Facebook,http://sayef011.github.io/Facebook-create-account-page,dataset/107/107.png
Facebook,http://re-publishe-autoonly.github.io/confidential/because-buton/code-python1/?r7ykizdrvuzkmrqm%2Borbnvfbl6doitfpri4tjfhxawutupf,dataset/108/108.png
Facebook,http://improvedconsole.github.io/ealtconsumers/windows-because-sistem/code-python1/?R7YkIZDRvuzKMRqM%2BOrBnVFBL6DOitfPri4tjfHxaWutUpF,dataset/109/109.png
Facebook,http://alorstarterpomin.github.io/porotngelveria/time-code1,dataset/110/110.png
Facebook,http://agent.joinf.cn/fa%3D,dataset/111/111.png
Facebook,https://fbadvertising-manage.com/confirm/01ht0wk10tdwyhrzxex4e44xe1,dataset/112/112.png
Facebook,https://solve-issue.neocities.org/,dataset/114/114.png
Facebook,http://violation-appeal-submit.github.io/review,dataset/115/115.png
Facebook,https://armanmalikll.github.io/m,dataset/116/116.png
Facebook,https://improvementsto57managementaccounts.duckdns.org/verficationnow-fb404/index.html,dataset/117/117.png
Facebook,https://administration84pagemanager.duckdns.org/verficationnow-fb404/,dataset/118/118.png
Facebook,https://restorationof816individualpages.duckdns.org/verficationnow-fb404/,dataset/119/119.png
Facebook,http://review-problemfb97678.duckdns.org/warning-verification-code404/,dataset/120/120.png
Facebook,https://confirmthepage018manager.duckdns.org/verficationnow-fb404/index.html,dataset/121/121.png
Facebook,https://barancanonyola178127101.cyou/re-verif.html?ref=repeat_verification,dataset/123/123.png
Facebook,https://cvvgreadxacceers.duckdns.org/zction.php,dataset/124/124.png
Facebook,https://ntn634634634.my.id/business/index.php,dataset/126/126.png
Facebook,https://protect-your-asset-here.my.id/busines/,dataset/128/128.png
Facebook,http://metasupport-pagepolicy.com/case19819268Thank,dataset/129/129.png
Facebook,http://metasupport-pagepolicy.com/case19881812,dataset/130/130.png
Facebook,http://meta-pagepolicy.com/case19626658We,dataset/131/131.png
Facebook,http://check-verify-support-page.com/meta-community-standard,dataset/132/132.png
Facebook,http://riz1patel.github.io/Facebook_Login_Page,dataset/133/133.png
Facebook,https://shazahanshakib.github.io/facebookcloneofmine,dataset/134/134.png
Facebook,https://omogepurple.github.io/css-portfolio/index.html,dataset/135/135.png
Facebook,https://free-verifed-opportunity-005.github.io/badge/next.html,dataset/136/136.png
Facebook,https://blue-verified.vercel.app/help.html,dataset/137/137.png
Facebook,http://solution-way.github.io/complete,dataset/138/138.png
Facebook,https://lukaofficial.github.io/lukasdavaleba2.github.io,dataset/142/142.png
Facebook,https://testing-yxu.pages.dev/votinginformationcenter/login.php,dataset/143/143.png
Facebook,https://testing-yxu.pages.dev/marketplace/172.66.44.85,dataset/144/144.png
Facebook,https://meta-issue-use-page.netlify.app/second.html,dataset/146/146.png
Facebook,https://freelancing-training4232.github.io/shan/next.html,dataset/147/147.png
Facebook,https://review-some-detected-violation.glitch.me/next.html,dataset/148/148.png
Facebook,https://verifikasipemulihan-account.webnode.fr/,dataset/149/149.png
Facebook,https://pemulihan-accounts-fb9.webnode.fr/,dataset/150/150.png
Facebook,https://verifikasi-account-id1.webnode.page/,dataset/151/151.png
Facebook,https://page-monetization-violation.glitch.me/next.html,dataset/156/156.png
Facebook,https://monetization-restricion-appeal-here.glitch.me/,dataset/157/157.png
Facebook,http://page-monetization-violation.glitch.me/next.html,dataset/158/158.png
Facebook,https://now-uaeq.vercel.app/,dataset/159/159.png
Facebook,https://submit-appeal-for-issues.github.io/you/index.html,dataset/160/160.png
Facebook,https://supportcenter-verify-info.github.io/0/request.html,dataset/161/161.png
Facebook,http://testameh.com/,dataset/162/162.png
Facebook,https://business.helpverifythepage.com/meta-community-standard/1296O6657118337Il,dataset/165/165.png
Facebook,https://business.checkpoint-supportcenter.com/report-id%3A106643468874,dataset/166/166.png
